Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player
,70,2025-03-19,DEN,@,LAL,"L, 108-120",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
,71,2025-03-21,DEN,@,POR,"L, 109-128",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
,72,2025-03-23,DEN,@,HOU,"W, 116-111",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
,73,2025-03-24,DEN,,CHI,"L, 119-129",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
,74,2025-03-26,DEN,,MIL,"W, 127-117",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
,75,2025-03-28,DEN,,UTA,"W, 129-93",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Julian Strawther
,76,2025-04-01,DEN,,MIN,"L, 139-140 (2OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
,77,2025-04-02,DEN,,SAS,"L, 106-113",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
112,78,2025-04-04,DEN,@,GSW,"L, 104-118",,00:54,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,Julian Strawther
113,79,2025-04-06,DEN,,IND,"L, 120-125",,10:34,3,6,.500,0,3,.000,3,3,1.000,.500,0,0,,0,3,3,0,0,1,0,2,6,3.8,-5,Julian Strawther
114,80,2025-04-09,DEN,@,SAC,"W, 124-116",,11:17,0,3,.000,0,2,.000,0,1,.000,.000,1,2,.500,1,6,7,1,0,0,0,2,1,0.9,-12,Julian Strawther
,81,2025-04-11,DEN,,MEM,"W, 117-109",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Julian Strawther
115,82,2025-04-13,DEN,@,HOU,"W, 126-111",,09:52,2,5,.400,0,1,.000,2,4,.500,.400,5,6,.833,0,0,0,1,1,0,0,1,9,7.2,-19,Julian Strawther
