Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player
738,2,2024-10-25,LAL,,PHO,"W, 123-116",*,37:30,11,18,.611,0,0,,11,18,.611,.611,13,17,.765,1,7,8,4,1,2,1,2,35,31.4,4,Anthony Davis
739,3,2024-10-26,LAL,,SAC,"W, 131-127",*,37:45,10,15,.667,1,2,.500,9,13,.692,.700,10,13,.769,3,6,9,2,3,2,2,1,31,30.6,-22,Anthony Davis
740,4,2024-10-28,LAL,@,PHO,"L, 105-109",*,35:30,12,24,.500,0,2,.000,12,22,.545,.500,5,6,.833,5,10,15,3,1,3,3,1,29,24.9,14,Anthony Davis
741,5,2024-10-30,LAL,@,CLE,"L, 110-134",*,31:20,9,17,.529,0,1,.000,9,16,.563,.529,4,8,.500,1,12,13,2,2,0,4,1,22,15.4,-18,Anthony Davis
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Anthony Davis
742,6,2024-11-01,LAL,@,TOR,"W, 131-125",*,35:43,14,20,.700,0,0,,14,20,.700,.700,10,11,.909,1,10,11,2,3,2,3,0,38,35.7,7,Anthony Davis
743,7,2024-11-04,LAL,@,DET,"L, 103-115",*,39:00,13,23,.565,0,4,.000,13,19,.684,.565,11,14,.786,1,8,9,4,0,0,3,2,37,27.0,-1,Anthony Davis
,8,2024-11-06,LAL,@,MEM,"L, 114-131",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Anthony Davis
744,9,2024-11-08,LAL,,PHI,"W, 116-106",*,35:29,11,20,.550,2,3,.667,9,17,.529,.600,7,8,.875,3,6,9,1,0,4,3,2,31,24.6,20,Anthony Davis
745,10,2024-11-10,LAL,,TOR,"W, 123-103",*,25:53,6,8,.750,2,2,1.000,4,6,.667,.875,8,10,.800,1,3,4,3,1,2,0,1,22,23.7,-3,Anthony Davis
