Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player
,15,2024-11-21,CHO,,DET,"W, 123-121 (OT)",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
66,16,2024-11-23,CHO,@,MIL,"L, 119-125",,08:19,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,0,1,1,0,0,0,0,1,0,-2.9,-13,Vasilije MiciÄ
,17,2024-11-25,CHO,,ORL,"L, 84-95",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
67,18,2024-11-27,CHO,,MIA,"L, 94-98",,14:05,3,8,.375,0,2,.000,3,6,.500,.375,0,0,,0,2,2,1,0,0,1,1,6,1.5,-3,Vasilije MiciÄ
68,19,2024-11-29,CHO,,NYK,"L, 98-99",*,30:49,3,10,.300,1,5,.200,2,5,.400,.350,2,2,1.000,0,2,2,8,0,0,2,1,9,7.0,-6,Vasilije MiciÄ
69,20,2024-11-30,CHO,,ATL,"L, 104-107",*,34:07,6,12,.500,3,6,.500,3,6,.500,.625,0,0,,3,5,8,5,2,0,3,2,15,14.3,5,Vasilije MiciÄ
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Vasilije MiciÄ
70,21,2024-12-03,CHO,,PHI,"L, 104-110",*,18:48,1,4,.250,1,1,1.000,0,3,.000,.375,2,2,1.000,0,2,2,2,1,0,5,2,5,-0.2,-8,Vasilije MiciÄ
71,22,2024-12-05,CHO,@,NYK,"L, 101-125",*,34:32,6,13,.462,2,5,.400,4,8,.500,.538,0,1,.000,0,1,1,12,0,0,2,2,14,12.8,-8,Vasilije MiciÄ
72,23,2024-12-07,CHO,,CLE,"L, 102-116",*,35:29,5,10,.500,2,4,.500,3,6,.500,.600,1,1,1.000,1,4,5,7,0,0,2,2,13,12.0,2,Vasilije MiciÄ
73,24,2024-12-08,CHO,@,IND,"W, 113-109",*,34:19,7,15,.467,4,6,.667,3,9,.333,.600,0,0,,1,1,2,9,2,0,5,0,18,14.6,8,Vasilije MiciÄ
74,25,2024-12-13,CHO,@,CHI,"L, 95-109",*,25:00,3,13,.231,1,7,.143,2,6,.333,.269,0,0,,3,3,6,5,0,0,3,3,7,1.4,-4,Vasilije MiciÄ
75,26,2024-12-16,CHO,,PHI,"L, 108-121",,16:07,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,0,1,1,5,0,0,3,1,0,-1.7,-14,Vasilije MiciÄ
76,27,2024-12-19,CHO,@,WAS,"L, 114-123",,15:55,1,4,.250,0,0,,1,4,.250,.250,2,2,1.000,2,1,3,1,2,0,1,1,4,4.6,-17,Vasilije MiciÄ
77,28,2024-12-20,CHO,@,PHI,"L, 98-108",*,33:07,7,14,.500,3,8,.375,4,6,.667,.607,3,3,1.000,0,1,1,4,0,0,1,0,20,15.1,-9,Vasilije MiciÄ
78,29,2024-12-23,CHO,,HOU,"L, 101-114",,14:18,1,6,.167,1,4,.250,0,2,.000,.250,0,0,,0,0,0,2,0,0,2,0,3,-1.4,-15,Vasilije MiciÄ
79,30,2024-12-26,CHO,@,WAS,"L, 110-113",,10:05,2,3,.667,2,3,.667,0,0,,1.000,0,0,,0,0,0,1,1,0,1,1,6,5.0,7,Vasilije MiciÄ
80,31,2024-12-28,CHO,,OKC,"L, 94-106",*,29:15,6,13,.462,4,7,.571,2,6,.333,.615,0,0,,0,2,2,4,1,0,5,1,16,8.3,-13,Vasilije MiciÄ
81,32,2024-12-30,CHO,,CHI,"L, 108-115 (OT)",*,34:56,1,13,.077,1,8,.125,0,5,.000,.115,4,5,.800,0,3,3,7,2,0,2,2,7,2.9,5,Vasilije MiciÄ
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Vasilije MiciÄ
82,33,2025-01-03,CHO,@,DET,"L, 94-98",*,24:03,1,8,.125,0,5,.000,1,3,.333,.125,2,3,.667,0,3,3,5,0,0,4,0,4,-1.2,-1,Vasilije MiciÄ
83,34,2025-01-05,CHO,@,CLE,"L, 105-115",,05:21,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-8,Vasilije MiciÄ
84,35,2025-01-07,CHO,,PHO,"W, 115-104",,14:34,1,5,.200,0,2,.000,1,3,.333,.200,2,2,1.000,0,0,0,2,0,0,0,0,4,2.3,6,Vasilije MiciÄ
85,36,2025-01-12,CHO,@,PHO,"L, 113-120",,08:29,2,2,1.000,1,1,1.000,1,1,1.000,1.250,0,0,,0,1,1,1,0,0,1,2,5,3.6,-10,Vasilije MiciÄ
86,37,2025-01-15,CHO,@,UTA,"W, 117-112",,09:56,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,3,3,3,0,0,2,1,2,2.3,-9,Vasilije MiciÄ
87,38,2025-01-17,CHO,@,CHI,"W, 125-123",,19:25,3,7,.429,1,3,.333,2,4,.500,.500,2,3,.667,1,2,3,4,0,0,0,1,9,8.6,13,Vasilije MiciÄ
88,39,2025-01-20,CHO,,DAL,"W, 110-105",,10:12,0,4,.000,0,2,.000,0,2,.000,.000,0,0,,1,2,3,3,0,0,1,2,0,-1.2,1,Vasilije MiciÄ
89,40,2025-01-22,CHO,@,MEM,"L, 120-132",,18:05,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,0,2,2,2,1,0,0,1,0,0.5,3,Vasilije MiciÄ
90,41,2025-01-24,CHO,,POR,"L, 97-102",*,33:17,4,13,.308,1,6,.167,3,7,.429,.346,3,3,1.000,0,0,0,3,0,0,6,4,12,-1.0,-7,Vasilije MiciÄ
91,42,2025-01-25,CHO,,NOP,"W, 123-92",,23:46,3,5,.600,3,3,1.000,0,2,.000,.900,2,2,1.000,0,2,2,4,0,0,2,0,11,10.1,34,Vasilije MiciÄ
92,43,2025-01-27,CHO,,LAL,"L, 107-112",,33:11,5,11,.455,1,3,.333,4,8,.500,.500,0,0,,0,2,2,4,0,0,5,2,11,2.9,1,Vasilije MiciÄ
93,44,2025-01-29,CHO,,BRK,"L, 83-104",*,27:43,5,10,.500,4,6,.667,1,4,.250,.700,1,2,.500,3,4,7,6,0,0,4,3,15,11.9,-4,Vasilije MiciÄ
94,45,2025-01-31,CHO,,LAC,"L, 104-112",*,30:37,7,12,.583,2,6,.333,5,6,.833,.667,4,4,1.000,0,2,2,4,1,0,1,2,20,17.0,-14,Vasilije MiciÄ
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Vasilije MiciÄ
95,46,2025-02-01,CHO,,DEN,"L, 104-107",*,15:03,0,5,.000,0,1,.000,0,4,.000,.000,0,0,,0,3,3,2,0,0,3,0,0,-4.2,-24,Vasilije MiciÄ
96,47,2025-02-03,CHO,,WAS,"L, 114-124",*,28:30,4,14,.286,3,4,.750,1,10,.100,.393,2,2,1.000,0,3,3,5,0,0,0,1,13,8.8,-14,Vasilije MiciÄ
,48,2025-02-05,CHO,,MIL,"L, 102-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,51,2025-02-07,PHO,,UTA,"W, 135-127 (OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,52,2025-02-08,PHO,,DEN,"L, 105-122",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,53,2025-02-11,PHO,,MEM,"L, 112-119",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,54,2025-02-12,PHO,@,HOU,"L, 111-119",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,55,2025-02-20,PHO,@,SAS,"L, 109-120",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,56,2025-02-22,PHO,@,CHI,"W, 121-117",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,57,2025-02-23,PHO,@,TOR,"L, 109-127",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,58,2025-02-25,PHO,@,MEM,"L, 148-151 (OT)",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,59,2025-02-27,PHO,,NOP,"L, 116-124",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,60,2025-02-28,PHO,,NOP,"W, 125-108",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Vasilije MiciÄ
97,61,2025-03-02,PHO,,MIN,"L, 98-116",,01:35,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0.0,3,Vasilije MiciÄ
,62,2025-03-04,PHO,,LAC,"W, 119-117",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,63,2025-03-07,PHO,@,DEN,"L, 141-149 (OT)",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,64,2025-03-09,PHO,@,DAL,"W, 125-116",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,65,2025-03-10,PHO,@,MEM,"L, 118-120",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,66,2025-03-12,PHO,@,HOU,"L, 104-111",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,67,2025-03-14,PHO,,SAC,"W, 122-106",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,68,2025-03-16,PHO,@,LAL,"L, 96-107",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
98,69,2025-03-17,PHO,,TOR,"W, 129-89",,05:32,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,0,0,0.6,8,Vasilije MiciÄ
,70,2025-03-19,PHO,,CHI,"W, 127-121",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,71,2025-03-21,PHO,,CLE,"W, 123-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,72,2025-03-24,PHO,,MIL,"W, 108-106",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
99,73,2025-03-26,PHO,,BOS,"L, 102-132",,03:50,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,2,1,0,-2.4,-3,Vasilije MiciÄ
,74,2025-03-28,PHO,@,MIN,"L, 109-124",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
100,75,2025-03-30,PHO,,HOU,"L, 109-148",,07:50,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-2,Vasilije MiciÄ
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Vasilije MiciÄ
,76,2025-04-01,PHO,@,MIL,"L, 123-133",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
101,77,2025-04-04,PHO,@,BOS,"L, 103-123",,01:53,0,0,,0,0,,0,0,,,0,0,,0,0,0,1,0,0,0,0,0,0.7,1,Vasilije MiciÄ
,78,2025-04-06,PHO,@,NYK,"L, 98-112",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,79,2025-04-08,PHO,,GSW,"L, 95-133",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,80,2025-04-09,PHO,,OKC,"L, 112-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,81,2025-04-11,PHO,,SAS,"W, 117-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
,82,2025-04-13,PHO,@,SAC,"L, 98-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Vasilije MiciÄ
201,1,2024-10-23,CHO,@,HOU,"W, 110-105",*,23:55,3,4,.750,0,0,,3,4,.750,.750,0,2,.000,2,6,8,1,0,2,1,5,6,5.9,-1,Nick Richards
202,2,2024-10-25,CHO,@,ATL,"L, 120-125",*,30:03,3,6,.500,0,0,,3,6,.500,.500,6,8,.750,6,7,13,2,0,1,1,1,12,15.2,4,Nick Richards
203,3,2024-10-26,CHO,,MIA,"L, 106-114",*,34:36,5,8,.625,0,1,.000,5,7,.714,.625,2,3,.667,4,8,12,1,1,3,3,4,12,12.4,-8,Nick Richards
204,4,2024-10-30,CHO,,TOR,"W, 138-133",*,33:08,10,14,.714,0,0,,10,14,.714,.714,4,7,.571,7,7,14,4,1,4,1,3,24,28.4,-15,Nick Richards
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Nick Richards
205,5,2024-11-01,CHO,,BOS,"L, 109-124",*,15:33,0,1,.000,0,0,,0,1,.000,.000,1,2,.500,1,2,3,1,0,2,1,1,1,1.9,-6,Nick Richards
,6,2024-11-02,CHO,,BOS,"L, 103-113",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,7,2024-11-04,CHO,@,MIN,"L, 93-114",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,8,2024-11-06,CHO,,DET,"W, 108-107",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,9,2024-11-08,CHO,,IND,"W, 103-83",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,10,2024-11-10,CHO,@,PHI,"L, 105-107 (OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,11,2024-11-12,CHO,@,ORL,"L, 89-114",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,12,2024-11-16,CHO,,MIL,"W, 115-114",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,13,2024-11-17,CHO,@,CLE,"L, 114-128",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,14,2024-11-19,CHO,@,BRK,"L, 115-116",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,15,2024-11-21,CHO,,DET,"W, 123-121 (OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,16,2024-11-23,CHO,@,MIL,"L, 119-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,17,2024-11-25,CHO,,ORL,"L, 84-95",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,18,2024-11-27,CHO,,MIA,"L, 94-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,19,2024-11-29,CHO,,NYK,"L, 98-99",Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
206,20,2024-11-30,CHO,,ATL,"L, 104-107",,25:29,3,5,.600,0,0,,3,5,.600,.600,6,7,.857,1,5,6,1,1,3,1,6,12,11.9,-1,Nick Richards
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Nick Richards
207,21,2024-12-03,CHO,,PHI,"L, 104-110",*,29:31,6,9,.667,0,0,,6,9,.667,.667,10,13,.769,4,10,14,2,1,1,2,2,22,23.0,9,Nick Richards
208,22,2024-12-05,CHO,@,NYK,"L, 101-125",*,23:49,3,6,.500,0,0,,3,6,.500,.500,0,0,,3,5,8,3,0,1,3,3,6,5.2,-6,Nick Richards
,23,2024-12-07,CHO,,CLE,"L, 102-116",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
209,24,2024-12-08,CHO,@,IND,"W, 113-109",*,24:44,3,5,.600,0,0,,3,5,.600,.600,3,4,.750,0,14,14,1,0,0,4,3,9,6.0,5,Nick Richards
210,25,2024-12-13,CHO,@,CHI,"L, 95-109",,15:41,0,4,.000,0,0,,0,4,.000,.000,2,2,1.000,0,5,5,0,1,0,0,0,2,1.7,-11,Nick Richards
211,26,2024-12-16,CHO,,PHI,"L, 108-121",,15:14,7,9,.778,0,0,,7,9,.778,.778,5,6,.833,1,4,5,0,1,1,3,2,19,14.9,-5,Nick Richards
212,27,2024-12-19,CHO,@,WAS,"L, 114-123",,16:53,3,6,.500,0,0,,3,6,.500,.500,2,4,.500,5,2,7,1,0,0,0,2,8,8.2,-13,Nick Richards
213,28,2024-12-20,CHO,@,PHI,"L, 98-108",*,29:32,4,7,.571,0,0,,4,7,.571,.571,2,4,.500,2,4,6,3,0,1,3,3,10,7.1,-14,Nick Richards
214,29,2024-12-23,CHO,,HOU,"L, 101-114",,12:59,1,3,.333,0,0,,1,3,.333,.333,4,7,.571,0,4,4,0,0,0,0,3,6,3.1,-11,Nick Richards
215,30,2024-12-26,CHO,@,WAS,"L, 110-113",,15:59,2,5,.400,0,0,,2,5,.400,.400,2,3,.667,1,4,5,1,0,0,3,4,6,0.9,-3,Nick Richards
216,31,2024-12-28,CHO,,OKC,"L, 94-106",,11:55,0,1,.000,0,0,,0,1,.000,.000,1,2,.500,2,5,7,0,0,0,1,1,1,1.4,0,Nick Richards
217,32,2024-12-30,CHO,,CHI,"L, 108-115 (OT)",,12:48,1,2,.500,0,0,,1,2,.500,.500,0,2,.000,0,2,2,0,0,2,2,3,2,-1.0,-13,Nick Richards
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Nick Richards
218,33,2025-01-03,CHO,@,DET,"L, 94-98",,17:17,4,7,.571,0,0,,4,7,.571,.571,2,3,.667,2,2,4,5,0,2,1,0,10,12.2,11,Nick Richards
219,34,2025-01-05,CHO,@,CLE,"L, 105-115",,08:06,0,2,.000,0,0,,0,2,.000,.000,0,0,,1,3,4,0,0,0,0,0,0,0.2,-7,Nick Richards
220,35,2025-01-07,CHO,,PHO,"W, 115-104",,25:18,4,6,.667,0,0,,4,6,.667,.667,7,8,.875,5,7,12,0,0,3,2,2,15,16.9,23,Nick Richards
221,36,2025-01-12,CHO,@,PHO,"L, 113-120",,17:54,2,4,.500,0,0,,2,4,.500,.500,0,0,,4,1,5,2,1,0,1,0,4,6.5,-13,Nick Richards
,37,2025-01-15,CHO,@,UTA,"W, 117-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,40,2025-01-16,PHO,@,WAS,"W, 130-123",Not With Team,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
222,41,2025-01-18,PHO,@,DET,"W, 125-121",,29:29,7,8,.875,0,0,,7,8,.875,.875,7,9,.778,4,7,11,1,1,0,0,2,21,23.2,22,Nick Richards
223,42,2025-01-20,PHO,@,CLE,"L, 92-118",*,22:01,2,4,.500,0,0,,2,4,.500,.500,0,0,,0,4,4,1,0,2,2,5,4,1.3,-26,Nick Richards
224,43,2025-01-22,PHO,@,BRK,"W, 108-84",*,21:50,3,4,.750,0,0,,3,4,.750,.750,2,2,1.000,4,11,15,0,0,0,3,3,8,8.3,15,Nick Richards
225,44,2025-01-25,PHO,,WAS,"W, 119-109",*,33:31,7,12,.583,0,0,,7,12,.583,.583,6,7,.857,6,13,19,1,0,1,2,3,20,20.3,7,Nick Richards
226,45,2025-01-27,PHO,,LAC,"W, 111-109",*,20:28,3,7,.429,0,1,.000,3,6,.500,.429,0,0,,3,4,7,0,0,1,3,4,6,1.7,-16,Nick Richards
227,46,2025-01-29,PHO,,MIN,"L, 113-121",*,25:00,3,7,.429,0,0,,3,7,.429,.429,1,2,.500,1,4,5,1,0,0,2,2,7,2.7,5,Nick Richards
228,47,2025-01-31,PHO,@,GSW,"W, 130-105",*,23:53,6,8,.750,0,0,,6,8,.750,.750,2,2,1.000,2,14,16,1,0,2,3,2,14,14.7,19,Nick Richards
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Nick Richards
229,48,2025-02-01,PHO,@,POR,"L, 108-127",*,25:19,0,4,.000,0,0,,0,4,.000,.000,1,4,.250,2,8,10,0,0,1,1,4,1,-1.1,-18,Nick Richards
230,49,2025-02-03,PHO,@,POR,"L, 119-121 (OT)",*,17:48,1,4,.250,0,0,,1,4,.250,.250,0,0,,2,5,7,2,1,1,1,1,2,4.2,-16,Nick Richards
231,50,2025-02-05,PHO,@,OKC,"L, 109-140",*,21:14,3,3,1.000,0,0,,3,3,1.000,1.000,0,0,,2,4,6,0,1,0,2,4,6,5.1,-10,Nick Richards
232,51,2025-02-07,PHO,,UTA,"W, 135-127 (OT)",*,23:17,4,7,.571,0,0,,4,7,.571,.571,4,4,1.000,5,9,14,0,0,4,0,2,12,16.9,-10,Nick Richards
233,52,2025-02-08,PHO,,DEN,"L, 105-122",*,21:47,1,4,.250,0,0,,1,4,.250,.250,3,4,.750,4,5,9,0,0,1,0,3,5,6.0,-14,Nick Richards
234,53,2025-02-11,PHO,,MEM,"L, 112-119",*,16:18,2,4,.500,0,0,,2,4,.500,.500,2,2,1.000,1,3,4,1,0,0,0,2,6,5.5,-8,Nick Richards
235,54,2025-02-12,PHO,@,HOU,"L, 111-119",*,27:46,5,6,.833,0,0,,5,6,.833,.833,1,2,.500,4,9,13,0,0,2,1,3,11,13.1,-4,Nick Richards
236,55,2025-02-20,PHO,@,SAS,"L, 109-120",*,08:48,1,2,.500,0,0,,1,2,.500,.500,1,1,1.000,2,4,6,0,0,0,1,1,3,3.2,-10,Nick Richards
237,56,2025-02-22,PHO,@,CHI,"W, 121-117",*,27:49,5,9,.556,0,0,,5,9,.556,.556,5,5,1.000,2,8,10,0,0,0,0,1,15,14.1,7,Nick Richards
238,57,2025-02-23,PHO,@,TOR,"L, 109-127",*,20:55,4,6,.667,0,0,,4,6,.667,.667,2,2,1.000,1,7,8,0,1,1,2,3,10,8.7,3,Nick Richards
239,58,2025-02-25,PHO,@,MEM,"L, 148-151 (OT)",*,16:22,3,7,.429,0,0,,3,7,.429,.429,0,0,,0,4,4,0,0,1,0,5,6,2.2,4,Nick Richards
240,59,2025-02-27,PHO,,NOP,"L, 116-124",*,31:18,5,6,.833,0,0,,5,6,.833,.833,0,0,,6,10,16,2,0,1,2,3,10,13.9,15,Nick Richards
241,60,2025-02-28,PHO,,NOP,"W, 125-108",*,28:35,8,11,.727,0,0,,8,11,.727,.727,3,4,.750,1,11,12,2,0,1,2,1,19,17.8,-4,Nick Richards
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Nick Richards
242,61,2025-03-02,PHO,,MIN,"L, 98-116",*,25:24,0,0,,0,0,,0,0,,,4,4,1.000,2,6,8,2,0,1,2,4,4,5.7,-8,Nick Richards
243,62,2025-03-04,PHO,,LAC,"W, 119-117",*,23:25,8,10,.800,0,0,,8,10,.800,.800,0,0,,2,5,7,0,0,0,0,2,16,14.3,-16,Nick Richards
244,63,2025-03-07,PHO,@,DEN,"L, 141-149 (OT)",*,26:19,9,13,.692,0,0,,9,13,.692,.692,0,1,.000,3,2,5,0,0,1,1,2,18,13.7,-19,Nick Richards
245,64,2025-03-09,PHO,@,DAL,"W, 125-116",*,18:55,6,7,.857,0,0,,6,7,.857,.857,2,2,1.000,1,8,9,0,0,1,2,3,14,12.1,-3,Nick Richards
246,65,2025-03-10,PHO,@,MEM,"L, 118-120",*,20:23,5,9,.556,0,0,,5,9,.556,.556,0,0,,2,10,12,2,0,0,1,3,10,9.3,-2,Nick Richards
,66,2025-03-12,PHO,@,HOU,"L, 104-111",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
,67,2025-03-14,PHO,,SAC,"W, 122-106",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
247,68,2025-03-16,PHO,@,LAL,"L, 96-107",*,19:18,5,6,.833,0,0,,5,6,.833,.833,1,1,1.000,4,2,6,0,0,1,1,1,11,11.5,3,Nick Richards
248,69,2025-03-17,PHO,,TOR,"W, 129-89",*,11:58,4,8,.500,0,0,,4,8,.500,.500,2,2,1.000,1,3,4,1,0,0,0,2,10,7.5,-4,Nick Richards
249,70,2025-03-19,PHO,,CHI,"W, 127-121",*,27:50,8,16,.500,0,0,,8,16,.500,.500,2,2,1.000,5,4,9,2,0,3,2,1,18,15.8,7,Nick Richards
,71,2025-03-21,PHO,,CLE,"W, 123-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Nick Richards
250,72,2025-03-24,PHO,,MIL,"W, 108-106",*,28:52,4,8,.500,0,0,,4,8,.500,.500,2,2,1.000,6,4,10,1,0,1,2,2,10,10.0,-3,Nick Richards
251,73,2025-03-26,PHO,,BOS,"L, 102-132",*,18:49,5,7,.714,0,0,,5,7,.714,.714,0,0,,2,2,4,0,0,0,2,1,10,6.7,-19,Nick Richards
252,74,2025-03-28,PHO,@,MIN,"L, 109-124",*,23:10,1,2,.500,0,0,,1,2,.500,.500,1,2,.500,2,2,4,0,0,0,3,4,3,-1.0,-5,Nick Richards
253,75,2025-03-30,PHO,,HOU,"L, 109-148",*,18:44,3,6,.500,0,0,,3,6,.500,.500,0,0,,3,2,5,0,1,0,1,4,6,4.1,-16,Nick Richards
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Nick Richards
254,76,2025-04-01,PHO,@,MIL,"L, 123-133",*,30:25,4,8,.500,0,0,,4,8,.500,.500,5,6,.833,9,2,11,1,0,0,3,4,13,11.6,-5,Nick Richards
255,77,2025-04-04,PHO,@,BOS,"L, 103-123",,13:51,2,3,.667,0,0,,2,3,.667,.667,0,0,,2,5,7,0,1,0,0,1,4,6.2,-10,Nick Richards
256,78,2025-04-06,PHO,@,NYK,"L, 98-112",*,24:52,2,2,1.000,0,0,,2,2,1.000,1.000,1,1,1.000,0,2,2,0,1,1,0,3,5,5.5,-3,Nick Richards
